Title,Published,Views,Likes,Dislikes,Comments
Kill Command,2016,5497983,14924,1239,1921
Jane Got a Gun,2016,758427,3293,179,386
Inferno,2016,380374,3322,125,339
A Beautiful Planet,2016,777131,8359,348,943
The Duel,2016,1929891,3803,256,438
Ice Age: Collision Course,2016,12398632,35449,2989,5086
The Preppie Connection,2016,1679212,7601,515,403
Genius,2016,2249449,6412,378,496
The Trust,2016,3186526,5202,346,839
Best Picture Mashup ,2016,179367,2151,61,253
Star Wars: The Force Awakens Ultimate Force,2015,3798964,24579,1756,2387
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016,720016,3731,204,442
Zoolander 2,2015,4924773,15422,1362,1357
Hush,2016,2848688,12794,1039,2042
The Program,2016,153044,1470,49,99
Maggie's Plan,2016,1837957,3785,316,268
Captain Fantastic,2016,410633,5334,193,349
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,1336013,10228,689,1201
Misconduct,2015,1580142,2806,202,311
Exposed,2015,2405151,4221,347,674
Ice Age: Collision Course,2015,2337916,13259,834,1683
A Perfect Day,2015,1154166,2768,241,362
Ultimate Summer,2016,138362,2582,84,171
Sausage Party,2016,10388856,46405,5479,7085
A Perfect Day,2015,1154166,2768,241,362
Ultimate Summer,2016,138362,2582,84,171
Sausage Party,2016,10388856,46405,5479,7085
Minuscule: Valley of the Lost Ants,2016,446858,4608,312,448
A Bigger Splash,2016,1748439,4759,420,247
Zoolander 2,2016,505641,3965,203,350
Triple 9,2016,310475,2841,66,299
Billy Lynn's Long Halftime Walk,2016,3205536,11688,1153,2046
Born to Be Blue,2016,949322,3430,270,332
The Neon Demon,2016,9248660,35138,4171,4911
Independence Day: Resurgence Super Bowl TV Spot ,2016,600817,4936,238,673
Ice Age: Collision Course,2016,2557825,14964,926,1706
Independence Day: Resurgence,2016,1625862,9706,560,1626
Popstar: Never Stop Never Stopping,2016,1146008,5607,544,513
Backtrack,2016,280538,1672,70,134
Equals,2016,597253,5460,363,805
Neighbors 2: Sorority Rising,2016,256935,5165,154,261
Independence Day: Resurgence,2016,2344497,11061,607,1446
Elstree 1976,2015,196697,2601,105,128
Sing,2016,2218160,14001,770,1955
The BFG,2015,1264724,7417,202,1045
Tale of Tales,2016,670515,3325,336,290
Term Life,2016,2497960,8237,720,726
The Perfect Match,2016,5916984,19563,2175,1280
Kubo and the Two Strings,2015,965640,7039,195,619
Into the Forest,2016,585615,2682,229,300
The Angry Birds,2016,612376,2870,218,163
Storks,2016,5083881,18578,867,1421
The Influences of Zack Snyder,2016,98424,1286,83,208
"Hail, Caesar!",2016,646583,4643,331,320
Middle School: The Worst Years of My Life,2016,1983521,9999,823,618
My First Time with Ice Cube ,2016,53128,921,33,70
Batman v Superman: Dawn of Justice,2015,18030705,60638,5701,13410
The Angry Birds,2016,2084822,12239,880,1063
The Secret Life of Pets,2016,3530099,14219,723,1049
The Confirmation,2016,688280,2190,135,151
Elvis & Nixon,2016,1643822,6847,844,1554
Mothers and Daughters,2016,773807,3203,291,274
13 Hours: The Secret Soldiers of Benghazi,2016,445135,2080,192,362
The Boss,2016,272232,3053,222,162
Bayhem,2016,137113,1734,97,181
Everybody Wants Some!!,2015,2696923,6625,816,795
Hardcore Henry,2016,1677793,11268,706,1279
Green Room,2016,256858,1946,148,210
Beauty and the Beast,2016,4936907,38796,1211,3411
The Witch,2016,747068,2900,230,536
Ma ma,2016,171848,2170,173,126
Forsaken,2016,480690,1735,158,283
Pete's Dragon,2016,2704726,13090,619,1128
One More Time,2016,841421,3759,310,192
Jane Got a Gun,2015,449212,2153,136,235
X-Men Ultimate Franchise Mashup ,2016,150427,1791,77,172
Almost Christmas,2016,937471,3859,380,529
The Darkness,2016,4680912,10064,1377,1851
Don't Think Twice,2016,991571,4447,417,297
Captain America: Civil War,2016,2540530,25239,302,5431
Yosemite,2015,513888,2350,245,195
Swiss Army Man,2016,162830,2998,254,455
The Purge: Election Year,2016,1037339,10163,622,1601
The Shallows,2016,1053438,5485,390,818
Last Days in the Desert,2016,1658165,4964,740,1358
Neighbors 2: Sorority Rising,2016,225391,2567,104,153
Meet the Blacks,2016,7318336,32645,5691,3774
Bad Moms,2016,22604486,48100,6585,2895
Diablo,2015,3404432,7220,1048,1318
Zootopia Ultimate Bunny Cop,2016,266952,2574,74,319
Friend Request,2016,6451671,22806,4227,4836
I Am Wrath,2016,1422702,3480,456,937
Rock The Kasbah,2016,86859,1122,92,97
Puerto Ricans in Paris,2016,723402,3624,457,623
Eye in the Sky,2015,3613068,6764,1170,1712
Joy,2015,166817,1621,126,134
Sky,2016,344978,3224,302,520
Fantastic Beasts and Where to Find Them,2015,1190055,10879,505,960
The Invitation,2016,581290,1966,304,330
Neighbors 2: Sorority Rising,2016,166256,1523,81,73
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,590778,4556,418,343
The Russo Brothers' Things To Know Before Watching Captain America: Civil War ,2016,150674,2528,103,322
London Has Fallen,2016,1359523,6324,826,1388
Ice Age: Collision Course,2016,787209,4825,559,746
Shane Black's Things To Know Before Watching The Nice Guys ,2016,52360,493,34,41
The Brothers Grimsby,2016,225908,1970,146,159
Things to Know Before Watching Star Wars: The Force Awakens ,2015,216372,2564,269,373
Green Room,2016,1180492,2667,266,302
I Saw the Light,2015,181373,1711,69,168
Kristian & Dan Hit The Red Carpet  Awards Night,2016,58237,1254,59,119
Free State of Jones,2016,364732,3360,119,276
London Has Fallen,2016,57688,461,31,39
Mojave,2015,420173,1870,274,202
Warcraft,2016,1881362,14022,2221,2743
Warcraft,2016,447598,6202,226,1231
The Witch,2016,198203,2110,241,437
Manhattan Night,2016,8442657,9800,1774,482
Hardcore Henry,2016,573105,6361,361,664
Mother's Day,2016,301111,2584,311,197
Things You Never Knew About Michael Bay ,2016,52576,867,100,136
Mike and Dave Need Wedding Dates,2016,156404,2838,300,212
X-Men: Apocalypse Super Bowl TV Spot ,2016,1147685,9877,248,1041
Search Party,2016,297993,1476,228,179
Bad Moms,2016,318611,5315,833,414
Captain America: Civil War,2015,734347,6296,278,538
Holidays,2016,1688263,4630,971,741
Midnight Special,2016,198193,1879,115,344
The Light Between Oceans,2016,716030,5394,1065,348
Stealing Cars,2016,1121233,4289,779,457
10 Cloverfield Lane,2016,586117,4258,85,818
Race,2016,91108,1253,68,180
No Stranger Than Love,2016,2591817,6521,1555,540
Taxi Driver Revisited ,2016,71488,1588,125,70
The American Side Offical,2016,1127076,2591,503,218
Terminus,2016,622336,2482,352,274
Gods of Egypt,2015,2284828,8359,1725,2234
Cell,2016,5563201,12431,3146,3251
The Many Faces of Zoolander Mashup ,2016,32594,477,40,22
The Choice,2015,101583,329,39,36
Search Party,2016,222288,2348,407,229
How To Survive At Sea According To The,2016,65849,909,89,50
Precious Cargo,2016,1710676,2414,550,332
Urge,2016,1776709,3032,791,576
Top Ten Moments From The Devil Wears Prada ,2016,213928,1234,191,68
Teenage Mutant Ninja Turtles: Out of the Shadows,2016,490211,4076,491,638
Jon Favreau's Things to Know Before Watching The Jungle Book ,2016,148681,1604,37,117
Top 5 Religious Horror,2016,60103,576,79,90
Cinematic Getaways: Endor ,2015,81858,1071,140,69
Septembers of Shiraz,2016,492473,1651,380,501
L'Attesa,2016,93408,567,80,65
The BFG,2016,533705,4785,186,545
Finding Dory,2016,729865,5439,188,327
All Roads Lead To Rome,2016,810245,1959,556,279
No Men Beyond This Point,2016,271590,3473,862,776
MOVIECLIPS @ The Big Game,2016,42481,237,41,13
Wiener-Dog,2016,439838,2700,687,325
The Other Side of the Door,2016,341998,2294,226,254
A Hologram for the King,2016,233161,1431,385,190
Hands of Stone,2016,187359,1811,83,253
Teenage Mutant Ninja Turtles: Out of the Shadows Super Bowl Spot ,2016,587681,5538,304,650
The Bye Bye Man,2016,1139513,4410,1085,937
Gods of Egypt,2016,393679,3823,553,893
Dwayne 'The Rock' Johnson Stunt Mashup ,2015,101236,919,61,26
Absolutely Fabulous: The,2016,289313,1688,439,177
Top Ten Most Anticipated,2016,240419,2789,574,876
Criminal,2016,454581,1709,95,115
Everybody Wants Some!!,2016,338932,1748,310,227
The Boy,2016,756970,3292,255,368
How to be a BAMF,2016,100278,1593,55,92
Lazer Team,2015,1413365,6967,2334,1066
The Choice,2015,450668,1723,187,139
Deadpool,2016,1734789,14809,197,590
Ben-Hur,2016,7838902,15099,7236,4183
Satanic,2016,1897810,5354,2423,1245
My First Time with Melissa McCarthy ,2016,83116,855,146,86
Hard Sell,2016,212805,1310,325,115
Memoria,2016,174697,1124,339,196
Cabin Fever,2016,371960,2466,933,577
A Hologram for the King,2016,3782637,10177,6759,3659
How To Save The Earth According To The,2016,91193,1164,115,51
Captain America: Civil War,2016,797502,12075,339,1702
The Secret Life Of Pets Super Bowl TV Spot ,2016,301664,2367,60,149
Nina,2016,1335329,6945,4626,3787
The Divergent Series: Allegiant,2016,168018,2668,426,298
Captain America: Civil War,2016,935843,13696,604,1782
Batman v Superman: Dawn of Justice,2015,410601,8224,276,1105
MOVIECLIPS @ The Big Game,2016,15426,148,21,6
Back in the Day,2016,274236,854,448,183
Ghostbusters,2016,1991687,18355,20155,5787
Damage Done in Fast Five,2015,209925,1333,552,194
Top Ten Reasons To See Deadpool ,2016,427322,4829,178,368
Ghostbusters,2016,3072632,24965,89803,18463
The Neon Demon,2016,153564,1464,245,226
Burning Questions After Watching Star Wars: The Force Awakens with SPOILERS,2015,122676,2194,97,907
Sniper: Ghost Shooter,2016,1508797,2074,3091,734
Absolutely Fabulous: The,2016,365631,1382,423,208
Ghostbusters,2016,1556920,10234,25352,5649
Sisters Viral Video,2015,178283,1854,923,224
Ghostbusters,2016,594677,5608,4030,1513
MisCast | Star Wars with Kim Kardashian ,2015,78154,1225,422,100
The Secret Life of Pets,2016,152880,1671,51,63
How To Throw The Perfect Wedding According To The,2016,105433,516,130,26
Zoolander 2,2016,65439,805,91,40
Rogue One: A Star Wars Story,2016,410614,6388,450,897
Trolls,2016,659851,3043,3205,1103
Eddie the Eagle,2016,88171,585,79,42
Transformers: The Last Knight,2016,668149,6179,3724,1540
The Jungle Book,2016,249049,1575,149,141
Zoolander 2,2016,58276,792,87,80
Zoolander 2,2016,38355,485,62,25
MisCast | Gladiator with Ellen DeGeneres ,2016,49281,369,842,65
Top Ten Reasons To See Batman v Superman: Dawn of Justice ,2016,193650,2672,186,400
Michael Moore: Speak Up,2016,30633,310,186,94
Jason Bourne,2016,122244,856,106,139
Jason Bourne,2016,154050,1308,126,178
Jason Bourne,2016,169000,1456,256,233
Stephan James' Things To Know Before Watching Race ,2016,54440,782,49,69
Zoolander 2,2016,143985,921,104,31
Teenage Mutant Ninja Turtles: Out of the Shadows Super Bowl Preview ,2016,237504,1421,514,256
Zoolander 2,2016,58840,729,94,55
Logan,2016,12204436,114081,1967,14914
Gifted,2016,10578400,87133,1437,4678
Bleed for This,2016,6018822,44882,804,2920
Lion,2016,13446312,75358,2063,4893
Before I Fall,2016,7892228,54409,1218,3771
Hacksaw Ridge,2016,5226426,45286,1229,4932
The Accountant,2016,4942884,24024,519,2395
A Dog's Purpose,2016,4318118,52203,1115,3986
A Street Cat Named Bob,2016,1864438,12513,227,1191
A Monster Calls,2016,7796460,43894,1432,5925
Table 19,2016,13595678,78847,2494,2693
The Space Between Us,2016,3233229,28963,505,1394
Why Him?,2016,4269703,21908,550,825
Suicide Squad,2016,6043380,54311,1095,4731
Jack Reacher: Never Go Back,2016,10499546,37124,1081,3446
Loving,2016,2544865,20917,616,2547
The Girl with All the Gifts,2016,9267161,65965,3060,5208
War Dogs,2016,2320775,15194,386,961
Kong: Skull Island,2016,16803365,88362,3455,19442
The Edge of Seventeen,2016,1931014,17576,386,756
Fantastic Beasts and Where to Find Them,2016,2934028,30644,648,2164
The LEGO Batman,2016,4416228,36946,771,3400
Nocturnal Animals,2016,6138335,17097,761,1784
Collateral Beauty,2016,10489470,51321,2226,4162
Mr. Church,2016,2259992,18984,435,1519
The Zookeeper's Wife,2016,1408171,9805,319,795
Snowden,2016,2371029,16945,496,1730
Justice League,2016,42760177,301023,14544,60237
Doctor Strange,2016,4287245,49794,961,5163
Allied,2016,5638248,18645,715,1847
Split,2016,23243365,95490,6292,15158
Manchester by the Sea,2016,8141026,21796,1192,2332
Jackie,2016,1259672,9079,246,682
The Hollars,2016,2289944,9798,354,560
The Girl on the Train,2016,2831447,12014,501,1265
Skiptrace,2016,11719322,50210,1751,4334
Arrival,2016,5894529,20255,1009,3636
Fences,2016,1293207,7261,211,625
Passengers,2016,4060491,24774,896,2559
Anthropoid,2016,3182316,12804,570,1806
The 9th Life of Louis Drax,2016,1199602,5377,190,539
La La Land,2016,2551463,16306,457,856
Middle School: The Worst Years of My Life,2016,4752460,32183,1561,2817
The Dressmaker,2016,1296637,7740,317,448
Jackie,2016,2343645,10411,404,769
Wonder Woman,2016,16783977,113174,3691,13050
King Arthur: Legend of the Sword,2016,11836000,58105,2716,6020
The Book of Love,2016,4057176,35684,1579,2303
Mechanic: Resurrection,2016,9533473,31430,1134,1788
Fences,2016,1219444,12999,224,1449
Fences,2016,1219444,12999,224,1449
The Good Neighbor,2016,1559784,12748,331,1073
Moana,2016,1345438,13727,299,985
Assassin?s Creed,2016,4496034,38014,1333,3890
Kevin Hart: What Now?,2016,2385517,14196,587,974
Storks,2016,6498134,27561,1347,2983
Kidnap,2016,4289979,26552,1444,3250
Wonder Woman,2016,4182625,42459,1260,5318
American Pastoral,2016,1409044,5463,227,744
The Lego Batman,2016,1231564,12927,279,926
Hidden Figures,2016,1314403,15444,443,1100
Gold,2016,3103948,8954,433,845
Storks,2016,2406465,14383,412,737
Rules Don't Apply,2016,2754715,19102,512,581
La La Land,2016,4070931,26345,735,1804
Man Down,2016,4242429,28888,1505,3391
Paterson,2016,2931697,9346,565,767
Mean Dreams,2016,829118,5977,145,380
Run the Tide,2016,3036014,16934,679,874
Marauders,2016,6418595,18156,1061,1786
Nocturnal Animals,2016,532074,3277,123,272
Before I Wake,2016,1053911,8672,214,500
Valerian and the City of a Thousand Planets,2016,8025173,47954,3081,6766
Silence,2016,1379580,9049,494,1505
Fist Fight,2016,3786817,22159,1285,1497
Live by Night,2016,2366413,14869,575,2120
Sing,2016,11257957,38875,2103,3335
Kicks,2016,1017936,7899,419,1022
Sleepless,2016,7658887,26225,1439,2520
Arrival,2016,520967,5252,108,689
Underworld: Blood Wars,2016,1684732,11089,385,979
The Shallows,2016,502177,4561,199,457
Rogue One: A Star Wars Story,2016,478939,5155,174,652
Shut In,2016,1631034,6539,378,866
Inferno,2016,1520112,7111,403,724
Office Christmas Party,2016,2704252,8780,686,805
Sausage Party,2016,476624,9930,262,951
A Kind of Murder,2016,925020,3063,166,330
Don't Breathe,2016,277049,3639,161,596
Rules Don?t Apply,2016,559386,5540,169,195
Split,2016,1577277,10667,356,1255
Almost Christmas,2016,1448146,10461,517,551
Get Out,2016,12289472,50911,5928,10169
Blood Father,2016,1018994,7080,363,964
All Eyez on Me,2016,1482778,14665,409,2052
Bastards,2016,2875574,11252,653,468
Trespass Against Us,2016,1918468,6278,347,536
Tell Me How I Die,2016,2026616,16785,1157,2929
Fantastic Beasts and Where to Find Them,2016,2025956,21505,459,1948
Boo! A Madea Halloween,2016,1933010,20220,1618,2434
Underworld: Blood Wars,2016,8244064,37994,2630,4990
The Whole Truth,2016,1849555,6846,340,936
Life,2016,1907251,7653,439,910
Dunkirk,2016,4299042,34614,720,7450
Voyage of Time,2016,1622198,11234,618,1195
Life,2016,405783,4622,146,664
Disorder,2016,562232,2860,180,200
The Boss Baby,2016,30289829,162648,13510,12576
Ouija: Origin of Evil,2016,5359897,24752,2373,2649
The Great Gilly Hopkins,2016,683404,5108,413,421
Beauty and the Beast,2016,3339847,28378,1027,2492
Kill Command,2016,729346,6527,555,582
xXx: The Return of Xander Cage,2016,9585998,35231,2799,5583
Batman v Superman: Dawn of Justice,2016,613033,10393,693,2568
Smurfs: The Lost Village,2016,3727895,12886,1162,1638
100 Streets,2016,1331129,4730,345,471
Frank & Lola,2016,988405,2941,249,223
The Take,2016,766171,5851,226,619
Ghost in the Shell,2016,30426854,165740,21203,28900
Pirates of the Caribbean: Dead Men Tell No Tales,2016,4456375,36284,860,3639
Ouija: Origin of Evil,2016,2846225,12443,1211,1607
Sing,2016,2814031,15522,660,1425
Middle School: The Worst Years of My Life,2016,2459446,19206,1784,2195
Space Jam Ultimate Tune Squad Anniversary,2016,229836,2595,130,217
In a Valley of Violence,2016,1289540,3661,336,744
Hell or High Water,2016,454990,2586,107,176
Complete Unknown,2016,1765490,6085,545,551
The Disappointments Room,2016,2620641,5362,593,1141
Stop-Motion Magic: Laika,2016,97453,2057,47,419
Bad Santa 2,2016,1093048,2966,284,298
Collide,2016,3250336,7715,812,922
Bad Santa 2,2016,212499,3176,177,305
Inferno,2016,179634,2133,106,246
Resident Evil: The Final Chapter,2016,9963425,40183,4286,5724
War on Everyone,2016,300608,3494,241,204
The Legend of Tarzan,2016,5064255,16455,1894,2875
My Blind Brother,2016,10506585,27078,3464,1591
Rogue One: A Star Wars Story,2016,1219755,15656,478,2430
The Monster,2016,2356219,9360,1018,1074
I.T.,2016,5282104,13425,1646,1708
London Town,2016,362036,2824,210,174
The Birth of a Nation,2016,851138,6685,685,2824
Detour,2016,1011641,4573,351,385
The Comedian,2016,976073,5290,598,664
Dog Eat Dog,2016,556943,3370,251,349
Ice Age: Collision Course,2016,249171,2836,241,243
Solace,2016,343690,3817,174,340
Army of One,2016,1947177,15360,1896,2024
Allied,2016,1120976,5244,199,652
Lights Out,2016,458756,3465,158,508
Allied,2016,1120976,5244,199,652
Army of One,2016,1947177,15360,1896,2024
Lights Out,2016,458756,3465,158,508
Planetarium,2016,1491711,5364,658,597
Monster Trucks,2016,4203527,20166,3048,2883
Annabelle 2,2016,6286639,28599,1713,2200
Moana,2016,3895157,15906,774,1127
Arrival,2016,639612,4368,97,432
Suicide Squad,2016,6169919,46019,1514,6496
Resident Evil: The Final Chapter,2016,501744,6741,340,821
Arrival,2016,1182136,9455,205,1503
The Magnificent Seven,2016,236134,3954,72,492
Jason Bourne Ultimate Franchise,2016,271974,2141,87,127
The Bye Bye Man,2016,4482509,16520,2742,3521
Power Rangers,2016,1648748,17823,1225,2425
American Honey,2016,1488238,9160,1350,1238
Finding Altamira,2016,726306,3287,355,678
A United Kingdom,2016,2380406,21017,3360,3248
How To Fight Like an Orc with Rob Kazinsky | Warcraft Lessons,2016,38638,918,68,66
Renegades,2016,1512199,7261,1105,1000
Star Trek Beyond,2016,809656,5950,321,863
Fantastic Beasts and Where to Find Them,2016,654204,10969,157,851
The Great Wall,2016,1828731,9739,1534,2130
Viral,2016,4440401,15230,2523,2040
Moonlight,2016,969167,5127,811,1069
Max Steel,2016,32477330,125833,26651,17868
The Transformers: The,2016,232341,3272,142,563
Sugar Mountain,2016,1509762,4551,592,382
Central Intelligence Exclusive Set Visit ,2016,94832,967,61,52
Moana,2016,6069417,33577,962,3702
Trolls,2016,4024836,12288,1848,1637
USS Indianapolis: Men of Courage,2016,3163985,9694,1770,2152
David Brent: Life on the Road,2016,173520,1483,217,143
Coming Through the Rye,2016,385200,3600,568,294
Star Trek Beyond,2016,423159,3439,112,350
Imperium,2016,5841447,28543,6088,8992
A Tale of Love and Darkness,2016,868696,3978,751,617
The Intervention,2016,1174481,3745,742,492
5 Reasons Why Joseph Gordon-Levitt Would Make the Best Boyfriend,2016,49820,621,77,43
Goat,2016,2986121,12148,2841,1584
Operator,2016,244425,2410,271,221
20th Century Women,2016,285097,1813,295,172
Leap!,2016,2952904,19762,1340,1432
Personal Shopper,2016,561867,3489,256,526
All We Had,2016,913862,2455,512,329
Kingsglaive: Final Fantasy XV,2016,355532,3270,544,624
31,2016,1570825,5103,1159,975
Passengers,2016,464350,3711,162,341
Bad Moms,2016,12491000,29464,7269,4102
Ben-Hur,2016,3054342,10049,2607,2151
Top 5 Ways Kevin Hart Makes You Pee Your Pants Laughing,2016,76284,1013,189,70
Trolls,2016,2150356,6718,736,670
Certain Women,2016,1180352,3244,929,833
Morris from America,2016,922950,5844,1838,1157
Guernica,2016,259771,1250,273,174
"Suicide Squad, Nine Lives, Jason Bourne | Weekend Ticket",2016,38998,463,27,76
The Great Wall,2016,3173482,9358,2866,3976
Smurfs: The Lost Village,2016,236352,2205,315,337
Rogue One: A Star Wars Story,2016,1392467,12603,664,1663
Steamy Obsessions Mashup ,2016,150100,660,127,67
Incarnate,2016,263524,1623,221,155
Blair Witch,2016,1584708,9276,3085,2562
Trash Fire,2016,534381,1928,625,371
Miss Sloane,2016,2999089,7936,2883,1638
Desierto,2016,458062,2327,448,486
5 Reasons Why We Love Anna Kendrick,2016,138428,1718,184,146
Joshy,2016,402672,1077,348,151
How to Survive School,2016,63910,747,85,32
Outlaws and Angels,2016,1354924,2014,757,336
Blair Witch,2016,251592,1811,445,389
"Pete's Dragon, Florence Foster Jenkins, Sausage Party | Weekend Ticket",2016,47772,327,29,40
Guardians of the Galaxy Vol. 2,2016,798150,7349,674,1033
Greetings From L.A.,2016,25761,469,18,55
Billy Lynn's Long Halftime Walk,2016,207344,2266,348,365
"Finding Dory, Central Intelligence, The Conjuring 2 | Weekend Ticket ",2016,39076,307,19,52
Blair Witch,2016,230321,1759,520,409
Patriots Day,2016,1056924,4895,1997,1438
Life on the Line,2016,430185,2407,954,672
Goon: Last of the Enforcers,2016,168764,2282,206,199
King Cobra,2016,1663197,6822,3947,1564
"The BFG, The Legend of Tarzan, The Purge: Election Year | Weekend Ticket ",2016,49762,271,18,62
Brian the Minion watches The Secret Life of Pets,2016,859022,1647,559,143
Middle School: The Worst Years of My Life,2016,401410,4020,1474,627
Denial,2016,1295951,6560,5187,4418
Brother Nature,2016,643495,2316,1750,442
Vigilante Diaries,2016,227186,1089,401,198
Fifty Shades Darker,2016,8221613,13054,7675,1692
The Lego Ninjago,2016,590919,4859,477,898
John Wick: Chapter 2,2016,549218,7398,118,687
Sharknado 4: The 4th Awakens,2016,1070613,4844,5004,1634
"Hacksaw Ridge, Almost Christmas, Arrival | Weekend Ticket",2016,40501,319,19,27
Yoga Hosers,2016,924422,5857,7268,1976
How to Throw a College Rager,2016,59313,386,86,32
Boo! A Madea Halloween,2016,175391,2027,539,208
Moana,2016,460910,2462,377,266
A Comedy of Terrors Mashup,2016,94948,1045,70,65
Urge,2016,164977,767,598,159
"Hacksaw Ridge, Almost Christmas, Arrival | Weekend Ticket",2016,40501,319,19,27
Yoga Hosers,2016,924422,5857,7268,1976
How to Throw a College Rager,2016,59313,386,86,32
Boo! A Madea Halloween,2016,175391,2027,539,208
Moana,2016,460910,2462,377,266
A Comedy of Terrors Mashup,2016,94948,1045,70,65
Doctor Strange,2016,310546,3229,114,282
Urge,2016,164977,767,598,159
"Sully, The Wild Life, When the Bough Breaks | Weekend Ticket",2016,17773,132,15,15
"Fantastic Beasts and Where to Find Them, The Edge of Seventeen, Bleed for This | Weekend Ticket",2016,63783,440,21,31
"Star Trek Beyond, Ice Age: Collision Course, Lights Out | Weekend Ticket",2016,31541,208,24,47
"Don?t Breathe, Mechanic: Resurrection, Hands of Stone | Weekend Ticket",2016,57606,320,27,25
"The Secret Life of Pets, Mike and Dave Need Wedding Dates, Captain Fantastic | Weekend Ticket",2016,59962,336,29,43
"Independence Day: Resurgence, The Shallows, Free State of Jones | Weekend Ticket ",2016,61099,355,32,41
"The Accountant, Kevin Hart: What Now? | Weekend Ticket",2016,32326,226,18,28
"The Light Between Oceans, Morgan, Don?t Breathe | Weekend Ticket",2016,33137,234,22,30
"Jack Reacher: Never Go Back, Keeping Up with the Joneses, Ouija: Origin of Evil | Weekend Ticket",2016,40747,287,30,32
"War Dogs, Kubo and the Two Strings, Ben-Hur | Weekend Ticket",2016,31812,261,26,29
"The Magnificent Seven, Storks, Queen of Katwe | Weekend Ticket",2016,22152,157,14,21
"Moana, Allied, Bad Santa 2 | Weekend Ticket",2016,36461,172,19,16
The Belko Experiment,2016,112345,871,122,147
"Doctor Strange, Trolls, Loving | Weekend Ticket",2016,34194,283,15,43
Rogue One: A Star Wars Story,2016,177777,2695,196,509
The Zookeeper's Wife,2016,141292,1155,135,184
"Miss Peregrine's Home for Peculiar Children, Deepwater Horizon, Masterminds | Weekend Ticket",2016,33425,264,23,23
"Inferno, Jack Reacher: Never Go Back, Ouija: Origin of Evil | Weekend Ticket",2016,32273,301,19,42
Smurfs: The Lost Village,2016,155715,1247,407,289
Jack Reacher: Never Go Back,2016,352897,2209,152,243
"The Girl on a Train, The Birth of a Nation, Middle School | Weekend Ticket",2016,24279,156,30,24
Resident Evil: The Final Chapter,2016,429901,4195,1251,784
Wonder Woman,2016,248750,3101,593,452
Passengers,2016,292411,1927,549,375
Fifty Shades Darker,2016,707421,4680,3509,1117
The Secret Life of Pets,2016,155017,1547,126,99
Is 'Pete?s Dragon' Right for YOUR 6-Year-Old?,2016,78929,496,504,154
"Blair Witch, Bridget Jones's Baby, Snowden | Weekend Ticket",2016,20720,169,17,18
Logan,2017,10860523,81707,1692,8528
Guardians of the Galaxy Vol. 2,2017,7085912,80405,1355,5564
"Everything, Everything",2017,6436227,71830,1876,5925
The Book of Henry,2017,5753703,68476,1387,4800
Pirates of the Caribbean: Dead Men Tell No Tales Ext. Superbowl TV Spot  |,2017,2095682,32002,388,2808
Thor: Ragnarok,2017,3788167,72161,1490,7930
Dunkirk,2017,3458192,28778,774,3890
Baby Driver,2017,13362474,84838,3006,5034
Colossal,2017,3609191,22184,761,1051
Spider-Man: Homecoming,2016,26008974,184436,10250,25382
All Eyez on Me,2017,3179298,24888,972,3370
Guardians of the Galaxy Vol. 2,2016,8405100,67352,869,4350
The Autopsy of Jane Doe,2016,5314805,21859,880,1945
The Mountain Between Us,2017,1933550,10938,393,1158
War for the Planet of the Apes,2017,3448120,35709,1031,4186
Star Wars: The Last Jedi,2017,7908841,121160,5569,14378
Beauty and the Beast,2017,3068384,28569,800,2907
The Circle,2016,6978913,38925,1819,3968
War for the Planet of the Apes,2016,4424530,32630,861,3964
My Cousin Rachel,2017,3246730,17033,668,1067
Donnie Darko Re-Release,2017,1203053,16660,470,1379
Wonder,2017,892941,13859,256,1086
The Beguiled,2017,2907175,16097,754,1080
John Wick Supercut,2017,407133,7997,150,351
Justice League,2017,8236476,105155,5911,18574
Despicable Me 3,2016,13651254,107153,4525,8702
The Glass Castle,2017,1626563,10036,344,721
The House,2017,3268271,17252,624,564
Wakefield,2017,756814,10261,331,935
American Assassin,2017,2404320,46635,1115,2833
Spider-Man: Homecoming,2016,1256434,23563,698,2485
Cars 3,2017,2078038,22062,836,2471
The Circle,2017,2274598,12959,696,1435
Pirates of the Caribbean: Dead Men Tell No Tales,2017,2530823,31948,632,2114
Absolutely Anything,2017,2806938,31967,1390,1358
Alone in Berlin,2016,751690,6063,191,495
2:22,2017,3167205,18044,926,1016
Assassin?s Creed,2016,1354182,16244,287,1579
Blade Runner 2049,2017,1328284,16243,501,1472
Sleight,2017,2701580,17608,831,1614
Cars 3 'Next Generation',2017,616251,10383,327,804
Their Finest,2017,1119060,8238,256,255
Alien: Covenant,2017,8828799,41758,2145,5644
It,2017,1728858,30074,1001,4065
Valerian and the City of a Thousand Planets,2017,483803,4381,155,513
The Beguiled,2017,876990,6235,239,683
My Cousin Rachel,2017,1570218,9256,430,1030
Aftermath,2017,2886045,12545,660,1307
The Exception,2017,1574501,9623,438,502
Wind River,2017,1674196,8354,405,633
Dunkirk,2016,2198466,19374,479,2318
Going in Style,2016,908640,8982,167,419
The Belko Experiment,2016,1996855,10881,642,1473
War for the Planet of the Apes,2017,580068,9219,159,1029
A Cure for Wellness,2016,618815,8446,186,754
Wonder Woman 'Origin',2017,1962213,21875,908,2841
